SourceFile,FileName,GPSLatitude,GPSLongitude,GPSLatitudeRef,GPSLongitudeRef,DateTimeOriginal
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9661.HEIC,IMG_9661.HEIC,"63 deg 47' 23.78"" N","18 deg 2' 53.97"" W",North,West,2026:05:11 05:57:34
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9661.MP4,IMG_9661.MP4,"63 deg 47' 23.64"" N","18 deg 2' 53.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9676.HEIC,IMG_9676.HEIC,"63 deg 47' 37.16"" N","18 deg 2' 17.62"" W",North,West,2026:05:11 06:21:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9676.MP4,IMG_9676.MP4,"63 deg 47' 37.32"" N","18 deg 2' 17.52"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9677.HEIC,IMG_9677.HEIC,"63 deg 47' 37.17"" N","18 deg 2' 17.62"" W",North,West,2026:05:11 06:21:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9677.MP4,IMG_9677.MP4,"63 deg 47' 37.32"" N","18 deg 2' 17.52"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9678.HEIC,IMG_9678.HEIC,"63 deg 47' 36.35"" N","18 deg 2' 16.96"" W",North,West,2026:05:11 06:21:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9678.MP4,IMG_9678.MP4,"63 deg 47' 36.24"" N","18 deg 2' 16.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9679.HEIC,IMG_9679.HEIC,"63 deg 47' 36.36"" N","18 deg 2' 16.97"" W",North,West,2026:05:11 06:21:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9679.MP4,IMG_9679.MP4,"63 deg 47' 36.24"" N","18 deg 2' 16.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9680.HEIC,IMG_9680.HEIC,"63 deg 47' 36.38"" N","18 deg 2' 16.97"" W",North,West,2026:05:11 06:21:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9680.MP4,IMG_9680.MP4,"63 deg 47' 36.24"" N","18 deg 2' 16.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9681.HEIC,IMG_9681.HEIC,"63 deg 47' 34.89"" N","18 deg 2' 16.05"" W",North,West,2026:05:11 06:22:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9681.MP4,IMG_9681.MP4,"63 deg 47' 34.80"" N","18 deg 2' 16.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9682.HEIC,IMG_9682.HEIC,"63 deg 47' 34.89"" N","18 deg 2' 16.05"" W",North,West,2026:05:11 06:22:27
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9682.MP4,IMG_9682.MP4,"63 deg 47' 34.80"" N","18 deg 2' 16.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9683.HEIC,IMG_9683.HEIC,"63 deg 47' 34.87"" N","18 deg 2' 15.97"" W",North,West,2026:05:11 06:22:33
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9683.MP4,IMG_9683.MP4,"63 deg 47' 34.80"" N","18 deg 2' 16.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9684.HEIC,IMG_9684.HEIC,"63 deg 47' 34.87"" N","18 deg 2' 15.96"" W",North,West,2026:05:11 06:22:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9684.MP4,IMG_9684.MP4,"63 deg 47' 34.80"" N","18 deg 2' 16.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9685.HEIC,IMG_9685.HEIC,"63 deg 47' 33.19"" N","18 deg 2' 15.15"" W",North,West,2026:05:11 06:23:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9685.MP4,IMG_9685.MP4,"63 deg 47' 33.36"" N","18 deg 2' 15.00"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9686.HEIC,IMG_9686.HEIC,"63 deg 47' 33.19"" N","18 deg 2' 15.15"" W",North,West,2026:05:11 06:23:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9686.MP4,IMG_9686.MP4,"63 deg 47' 33.36"" N","18 deg 2' 15.00"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9687.HEIC,IMG_9687.HEIC,"63 deg 47' 32.66"" N","18 deg 2' 14.65"" W",North,West,2026:05:11 06:23:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9687.MP4,IMG_9687.MP4,"63 deg 47' 32.64"" N","18 deg 2' 14.64"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9688.HEIC,IMG_9688.HEIC,"63 deg 47' 32.66"" N","18 deg 2' 14.66"" W",North,West,2026:05:11 06:23:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9688.MP4,IMG_9688.MP4,"63 deg 47' 32.64"" N","18 deg 2' 14.64"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9689.HEIC,IMG_9689.HEIC,"63 deg 47' 31.87"" N","18 deg 2' 12.65"" W",North,West,2026:05:11 06:24:12
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9689.MP4,IMG_9689.MP4,"63 deg 47' 31.92"" N","18 deg 2' 12.48"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9690.HEIC,IMG_9690.HEIC,"63 deg 47' 31.89"" N","18 deg 2' 12.61"" W",North,West,2026:05:11 06:24:16
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9690.MP4,IMG_9690.MP4,"63 deg 47' 31.92"" N","18 deg 2' 12.48"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9691.HEIC,IMG_9691.HEIC,"63 deg 47' 31.89"" N","18 deg 2' 12.60"" W",North,West,2026:05:11 06:24:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9691.MP4,IMG_9691.MP4,"63 deg 47' 31.92"" N","18 deg 2' 12.48"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9692.HEIC,IMG_9692.HEIC,"63 deg 47' 28.47"" N","18 deg 2' 5.15"" W",North,West,2026:05:11 06:26:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9692.MP4,IMG_9692.MP4,"63 deg 47' 28.32"" N","18 deg 2' 5.28"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9693.HEIC,IMG_9693.HEIC,"63 deg 47' 26.79"" N","18 deg 2' 2.95"" W",North,West,2026:05:11 06:27:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9693.MP4,IMG_9693.MP4,"63 deg 47' 26.88"" N","18 deg 2' 3.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9694.HEIC,IMG_9694.HEIC,"63 deg 47' 26.75"" N","18 deg 2' 2.99"" W",North,West,2026:05:11 06:27:25
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9694.MP4,IMG_9694.MP4,"63 deg 47' 26.88"" N","18 deg 2' 3.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9695.HEIC,IMG_9695.HEIC,"63 deg 47' 28.15"" N","18 deg 2' 4.74"" W",North,West,2026:05:11 06:28:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9695.MP4,IMG_9695.MP4,"63 deg 47' 28.32"" N","18 deg 2' 4.92"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9696.HEIC,IMG_9696.HEIC,"64 deg 2' 38.37"" N","16 deg 10' 32.17"" W",North,West,2026:05:11 08:11:08
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9696.MP4,IMG_9696.MP4,"64 deg 2' 38.40"" N","16 deg 10' 32.16"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9697.HEIC,IMG_9697.HEIC,"64 deg 2' 38.34"" N","16 deg 10' 32.15"" W",North,West,2026:05:11 08:11:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9697.MP4,IMG_9697.MP4,"64 deg 2' 38.40"" N","16 deg 10' 32.16"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9698.HEIC,IMG_9698.HEIC,"64 deg 2' 38.34"" N","16 deg 10' 32.17"" W",North,West,2026:05:11 08:11:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9698.MP4,IMG_9698.MP4,"64 deg 2' 38.40"" N","16 deg 10' 32.16"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9699.HEIC,IMG_9699.HEIC,"64 deg 2' 38.37"" N","16 deg 10' 32.19"" W",North,West,2026:05:11 08:11:11
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9699.MP4,IMG_9699.MP4,"64 deg 2' 38.40"" N","16 deg 10' 32.16"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9700.HEIC,IMG_9700.HEIC,"64 deg 2' 37.74"" N","16 deg 10' 31.92"" W",North,West,2026:05:11 08:11:30
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9700.MP4,IMG_9700.MP4,"64 deg 2' 37.68"" N","16 deg 10' 31.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9701.HEIC,IMG_9701.HEIC,"64 deg 2' 36.80"" N","16 deg 10' 31.81"" W",North,West,2026:05:11 08:12:01
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9701.MP4,IMG_9701.MP4,"64 deg 2' 36.96"" N","16 deg 10' 31.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9702.HEIC,IMG_9702.HEIC,"64 deg 2' 35.48"" N","16 deg 10' 33.99"" W",North,West,2026:05:11 08:12:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9702.MP4,IMG_9702.MP4,"64 deg 2' 35.52"" N","16 deg 10' 33.96"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9703.HEIC,IMG_9703.HEIC,"64 deg 2' 35.48"" N","16 deg 10' 33.99"" W",North,West,2026:05:11 08:12:52
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9703.MP4,IMG_9703.MP4,"64 deg 2' 35.52"" N","16 deg 10' 33.96"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9704.HEIC,IMG_9704.HEIC,"64 deg 2' 35.48"" N","16 deg 10' 34.01"" W",North,West,2026:05:11 08:12:55
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9704.MP4,IMG_9704.MP4,"64 deg 2' 35.52"" N","16 deg 10' 33.96"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9705.HEIC,IMG_9705.HEIC,"64 deg 2' 35.13"" N","16 deg 10' 40.15"" W",North,West,2026:05:11 08:14:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9705.MP4,IMG_9705.MP4,"64 deg 2' 35.16"" N","16 deg 10' 40.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9706.HEIC,IMG_9706.HEIC,"64 deg 2' 35.13"" N","16 deg 10' 40.15"" W",North,West,2026:05:11 08:14:22
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9706.MP4,IMG_9706.MP4,"64 deg 2' 35.16"" N","16 deg 10' 40.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9707.HEIC,IMG_9707.HEIC,"64 deg 2' 36.94"" N","16 deg 10' 40.48"" W",North,West,2026:05:11 08:15:34
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9707.MP4,IMG_9707.MP4,"64 deg 2' 36.96"" N","16 deg 10' 40.44"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9708.HEIC,IMG_9708.HEIC,"64 deg 2' 36.94"" N","16 deg 10' 40.53"" W",North,West,2026:05:11 08:15:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9708.MP4,IMG_9708.MP4,"64 deg 2' 36.96"" N","16 deg 10' 40.44"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9709.HEIC,IMG_9709.HEIC,"64 deg 2' 37.85"" N","16 deg 10' 40.26"" W",North,West,2026:05:11 08:16:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9709.MP4,IMG_9709.MP4,"64 deg 2' 37.68"" N","16 deg 10' 40.08"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9710.HEIC,IMG_9710.HEIC,"64 deg 2' 38.56"" N","16 deg 10' 40.94"" W",North,West,2026:05:11 08:16:28
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9710.MP4,IMG_9710.MP4,"64 deg 2' 38.40"" N","16 deg 10' 40.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9711.HEIC,IMG_9711.HEIC,"64 deg 2' 38.53"" N","16 deg 10' 40.90"" W",North,West,2026:05:11 08:16:30
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9711.MP4,IMG_9711.MP4,"64 deg 2' 38.40"" N","16 deg 10' 40.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9712.HEIC,IMG_9712.HEIC,"64 deg 2' 38.53"" N","16 deg 10' 40.90"" W",North,West,2026:05:11 08:16:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9712.MP4,IMG_9712.MP4,"64 deg 2' 38.40"" N","16 deg 10' 40.80"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9713.HEIC,IMG_9713.HEIC,"64 deg 2' 45.45"" N","16 deg 10' 46.28"" W",North,West,2026:05:11 08:20:00
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9713.MP4,IMG_9713.MP4,"64 deg 2' 45.60"" N","16 deg 10' 46.20"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9714.HEIC,IMG_9714.HEIC,"64 deg 2' 45.45"" N","16 deg 10' 46.27"" W",North,West,2026:05:11 08:20:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9714.MP4,IMG_9714.MP4,"64 deg 2' 45.60"" N","16 deg 10' 46.20"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9715.HEIC,IMG_9715.HEIC,"64 deg 2' 46.80"" N","16 deg 10' 46.93"" W",North,West,2026:05:11 08:20:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9715.MP4,IMG_9715.MP4,"64 deg 2' 46.68"" N","16 deg 10' 46.92"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9716.HEIC,IMG_9716.HEIC,"64 deg 2' 48.70"" N","16 deg 10' 48.37"" W",North,West,2026:05:11 08:21:25
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9716.MP4,IMG_9716.MP4,"64 deg 2' 48.84"" N","16 deg 10' 48.36"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9717.HEIC,IMG_9717.HEIC,"64 deg 2' 51.30"" N","16 deg 10' 50.74"" W",North,West,2026:05:11 08:22:46
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9717.MP4,IMG_9717.MP4,"64 deg 2' 51.36"" N","16 deg 10' 50.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9718.HEIC,IMG_9718.HEIC,"64 deg 2' 51.30"" N","16 deg 10' 50.73"" W",North,West,2026:05:11 08:22:47
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9718.MP4,IMG_9718.MP4,"64 deg 2' 51.36"" N","16 deg 10' 50.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9719.HEIC,IMG_9719.HEIC,"64 deg 2' 52.10"" N","16 deg 10' 51.25"" W",North,West,2026:05:11 08:23:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9719.MP4,IMG_9719.MP4,"64 deg 2' 52.08"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9720.HEIC,IMG_9720.HEIC,"64 deg 2' 52.10"" N","16 deg 10' 51.23"" W",North,West,2026:05:11 08:23:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9720.MP4,IMG_9720.MP4,"64 deg 2' 52.08"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9721.HEIC,IMG_9721.HEIC,"64 deg 2' 53.34"" N","16 deg 10' 51.25"" W",North,West,2026:05:11 08:23:57
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9721.MP4,IMG_9721.MP4,"64 deg 2' 53.52"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9722.HEIC,IMG_9722.HEIC,"64 deg 2' 53.34"" N","16 deg 10' 51.26"" W",North,West,2026:05:11 08:23:59
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9722.MP4,IMG_9722.MP4,"64 deg 2' 53.52"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9723.HEIC,IMG_9723.HEIC,"64 deg 2' 53.34"" N","16 deg 10' 51.26"" W",North,West,2026:05:11 08:24:03
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9723.MP4,IMG_9723.MP4,"64 deg 2' 53.52"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9724.HEIC,IMG_9724.HEIC,"64 deg 2' 53.34"" N","16 deg 10' 51.26"" W",North,West,2026:05:11 08:24:04
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9724.MP4,IMG_9724.MP4,"64 deg 2' 53.52"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9725.HEIC,IMG_9725.HEIC,"64 deg 2' 54.77"" N","16 deg 10' 52.83"" W",North,West,2026:05:11 08:25:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9725.MP4,IMG_9725.MP4,"64 deg 2' 54.60"" N","16 deg 10' 52.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9726.HEIC,IMG_9726.HEIC,"64 deg 2' 54.77"" N","16 deg 10' 52.80"" W",North,West,2026:05:11 08:25:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9726.MP4,IMG_9726.MP4,"64 deg 2' 54.60"" N","16 deg 10' 52.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9727.HEIC,IMG_9727.HEIC,"64 deg 2' 54.77"" N","16 deg 10' 52.79"" W",North,West,2026:05:11 08:25:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9727.MP4,IMG_9727.MP4,"64 deg 2' 54.60"" N","16 deg 10' 52.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9728.HEIC,IMG_9728.HEIC,"64 deg 2' 54.77"" N","16 deg 10' 52.78"" W",North,West,2026:05:11 08:25:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9728.MP4,IMG_9728.MP4,"64 deg 2' 54.60"" N","16 deg 10' 52.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9729.HEIC,IMG_9729.HEIC,"64 deg 2' 54.77"" N","16 deg 10' 52.79"" W",North,West,2026:05:11 08:25:26
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9729.MP4,IMG_9729.MP4,"64 deg 2' 54.60"" N","16 deg 10' 52.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9730.HEIC,IMG_9730.HEIC,"64 deg 2' 54.74"" N","16 deg 10' 52.59"" W",North,West,2026:05:11 08:25:39
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9730.MP4,IMG_9730.MP4,"64 deg 2' 54.60"" N","16 deg 10' 52.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9731.HEIC,IMG_9731.HEIC,"64 deg 2' 55.73"" N","16 deg 10' 51.13"" W",North,West,2026:05:11 08:26:30
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9731.MP4,IMG_9731.MP4,"64 deg 2' 55.68"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9732.HEIC,IMG_9732.HEIC,"64 deg 2' 56.82"" N","16 deg 10' 51.09"" W",North,West,2026:05:11 08:27:05
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9732.MP4,IMG_9732.MP4,"64 deg 2' 56.76"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9733.HEIC,IMG_9733.HEIC,"64 deg 2' 56.82"" N","16 deg 10' 51.08"" W",North,West,2026:05:11 08:27:07
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9733.MP4,IMG_9733.MP4,"64 deg 2' 56.76"" N","16 deg 10' 51.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9734.HEIC,IMG_9734.HEIC,"64 deg 2' 57.81"" N","16 deg 10' 50.69"" W",North,West,2026:05:11 08:27:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9734.MP4,IMG_9734.MP4,"64 deg 2' 57.84"" N","16 deg 10' 50.52"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9735.HEIC,IMG_9735.HEIC,"64 deg 2' 57.79"" N","16 deg 10' 50.69"" W",North,West,2026:05:11 08:27:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9735.MP4,IMG_9735.MP4,"64 deg 2' 57.84"" N","16 deg 10' 50.52"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9736.HEIC,IMG_9736.HEIC,"64 deg 2' 57.79"" N","16 deg 10' 50.71"" W",North,West,2026:05:11 08:27:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9736.MP4,IMG_9736.MP4,"64 deg 2' 57.84"" N","16 deg 10' 50.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9737.HEIC,IMG_9737.HEIC,"64 deg 2' 57.81"" N","16 deg 10' 50.06"" W",North,West,2026:05:11 08:27:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9737.MP4,IMG_9737.MP4,"64 deg 2' 57.84"" N","16 deg 10' 50.16"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9738.HEIC,IMG_9738.HEIC,"64 deg 2' 58.94"" N","16 deg 10' 49.48"" W",North,West,2026:05:11 08:28:26
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9738.MP4,IMG_9738.MP4,"64 deg 2' 58.92"" N","16 deg 10' 49.44"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9739.HEIC,IMG_9739.HEIC,"64 deg 2' 58.94"" N","16 deg 10' 49.46"" W",North,West,2026:05:11 08:28:28
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9739.MP4,IMG_9739.MP4,"64 deg 2' 58.92"" N","16 deg 10' 49.44"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9740.HEIC,IMG_9740.HEIC,"64 deg 2' 58.94"" N","16 deg 10' 49.47"" W",North,West,2026:05:11 08:28:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9740.MP4,IMG_9740.MP4,"64 deg 2' 58.92"" N","16 deg 10' 49.44"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9741.HEIC,IMG_9741.HEIC,"64 deg 2' 58.94"" N","16 deg 10' 49.47"" W",North,West,2026:05:11 08:28:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9741.MP4,IMG_9741.MP4,"64 deg 2' 58.92"" N","16 deg 10' 49.44"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9742.HEIC,IMG_9742.HEIC,"64 deg 3' 0.18"" N","16 deg 10' 45.96"" W",North,West,2026:05:11 08:29:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9742.MP4,IMG_9742.MP4,"64 deg 3' 0.36"" N","16 deg 10' 45.84"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9743.HEIC,IMG_9743.HEIC,"64 deg 3' 5.92"" N","16 deg 10' 46.02"" W",North,West,2026:05:11 08:31:48
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9743.MP4,IMG_9743.MP4,"64 deg 3' 5.76"" N","16 deg 10' 45.84"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9744.HEIC,IMG_9744.HEIC,"64 deg 3' 5.92"" N","16 deg 10' 45.98"" W",North,West,2026:05:11 08:31:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9744.MP4,IMG_9744.MP4,"64 deg 3' 5.76"" N","16 deg 10' 45.84"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9745.HEIC,IMG_9745.HEIC,"64 deg 3' 5.89"" N","16 deg 10' 46.00"" W",North,West,2026:05:11 08:31:53
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9745.MP4,IMG_9745.MP4,"64 deg 3' 5.76"" N","16 deg 10' 45.84"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9746.HEIC,IMG_9746.HEIC,"64 deg 3' 8.25"" N","16 deg 10' 43.83"" W",North,West,2026:05:11 08:33:15
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9746.MP4,IMG_9746.MP4,"64 deg 3' 8.28"" N","16 deg 10' 43.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9747.HEIC,IMG_9747.HEIC,"64 deg 3' 8.22"" N","16 deg 10' 43.85"" W",North,West,2026:05:11 08:33:16
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9747.MP4,IMG_9747.MP4,"64 deg 3' 8.28"" N","16 deg 10' 43.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9748.HEIC,IMG_9748.HEIC,"64 deg 3' 8.20"" N","16 deg 10' 43.83"" W",North,West,2026:05:11 08:33:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9748.MP4,IMG_9748.MP4,"64 deg 3' 8.28"" N","16 deg 10' 43.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9749.HEIC,IMG_9749.HEIC,"64 deg 3' 9.95"" N","16 deg 10' 41.96"" W",North,West,2026:05:11 08:34:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9749.MP4,IMG_9749.MP4,"64 deg 3' 10.08"" N","16 deg 10' 41.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9750.HEIC,IMG_9750.HEIC,"64 deg 3' 9.95"" N","16 deg 10' 41.96"" W",North,West,2026:05:11 08:34:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9750.MP4,IMG_9750.MP4,"64 deg 3' 10.08"" N","16 deg 10' 41.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9751.HEIC,IMG_9751.HEIC,"64 deg 3' 11.02"" N","16 deg 10' 41.16"" W",North,West,2026:05:11 08:35:15
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9751.MP4,IMG_9751.MP4,"64 deg 3' 11.16"" N","16 deg 10' 41.16"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9752.HEIC,IMG_9752.HEIC,"64 deg 3' 11.02"" N","16 deg 10' 41.14"" W",North,West,2026:05:11 08:35:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9752.MP4,IMG_9752.MP4,"64 deg 3' 11.16"" N","16 deg 10' 41.16"" W",,,
